Operation,Dropdown Selection,ROM Hack Title,Created By,Exits,Difficulty,Type,Added Date,SMWC ID,SMWCentral Page URL,Direct Download URL,SMWCentral Rating
UPSERT,The Sweet Sweet Love,The Sweet Sweet Love,Beefy Chud,16,Intermediate,Kaizo,2021-10-18,28591,https://www.smwcentral.net/?a=details&id=28591&p=section,https://dl.smwcentral.net/28591/The_Sweet_Sweet_Love_V1.1.zip,4.6
UPSERT,Scrap Diary,Scrap Diary,"Lazy, lolyoshi",82,Expert,Standard,2026-09-03,42894,https://www.smwcentral.net/?a=details&id=42894&p=section,https://dl.smwcentral.net/42894/Scrap%20Diary%20v1.0.zip,4.8
