Operation,Dropdown Selection,ROM Hack Title,Created By,Exits,Difficulty,Type,Added Date,SMWC ID,SMWCentral Page URL,Direct Download URL,SMWCentral Rating
UPSERT,The Left Hand of Rosalina,The Left Hand of Rosalina,"Buzbee, GrumpyWalrus",13,Expert,Kaizo,2024-02-01,36686,https://www.smwcentral.net/?a=details&id=36686&p=section,https://dl.smwcentral.net/36686/TheLeftHandOfRosalina_2.zip,3
UPSERT,Diffidence,Diffidence,Firstnamebutt,20,Expert,Kaizo,2024-06-20,37981,https://www.smwcentral.net/?a=details&id=37981&p=section,https://dl.smwcentral.net/37981/Diffidence.zip,4.33
