Operation,Dropdown Selection,ROM Hack Title,Created By,Exits,Difficulty,Type,Added Date,SMWC ID,SMWCentral Page URL,Direct Download URL,SMWCentral Rating
UPSERT,MOON,MOON,cur,20,Master,Kaizo,2021-01-12,25624,https://www.smwcentral.net/?a=details&id=25624&p=section,https://dl.smwcentral.net/25624/MOON.zip,4.4
UPSERT,Super Dram World,Super Dram World,PangaeaPanga,19,Master,Kaizo,2025-09-27,40663,https://www.smwcentral.net/?a=details&id=40663&p=section,https://dl.smwcentral.net/40663/Super%20Dram%20World%20v1.3.zip,4.43
UPSERT,6 HOURS,6 HOURS,aur,6,Advanced,Kaizo,2025-11-03,40952,https://www.smwcentral.net/?a=details&id=40952&p=section,https://dl.smwcentral.net/40952/6HOURS.zip,4.86
UPSERT,Simply Kaizo,Simply Kaizo,Pottsie,11,Intermediate,Kaizo,2026-07-12,42650,https://www.smwcentral.net/?a=details&id=42650&p=section,https://dl.smwcentral.net/42650/Simply%20Kaizo.zip,4.14
UPSERT,Kaizo Breeze,Kaizo Breeze,"BielDusty, naBerada",12,Casual,Kaizo,2026-07-20,42670,https://www.smwcentral.net/?a=details&id=42670&p=section,https://dl.smwcentral.net/42670/KaizoBreezev1.1.zip,4.86
UPSERT,Smoked Fish and Cabbage 2,Smoked Fish and Cabbage 2,xMANGRAVYx,28,Intermediate,Kaizo,2026-07-16,42687,https://www.smwcentral.net/?a=details&id=42687&p=section,https://dl.smwcentral.net/42687/Smoked%20Fish%20and%20Cabbage%202%20v1.1.zip,4.83
UPSERT,Tribute,Tribute,JakAttack,16,Intermediate,Kaizo,2026-07-18,42703,https://www.smwcentral.net/?a=details&id=42703&p=section,https://dl.smwcentral.net/42703/Tribute.zip,4.69
UPSERT,Scrap Diary,Scrap Diary,"Lazy, lolyoshi",82,Expert,Standard,2026-09-03,42894,https://www.smwcentral.net/?a=details&id=42894&p=section,https://dl.smwcentral.net/42894/Scrap%20Diary%20v1.0.zip,4.8
UPSERT,Journey to Kaizo,Journey to Kaizo,"Ahrion, CroNo486, Devazure, Spedinja, Team J2K",38,Intermediate,Kaizo,2026-08-23,42947,https://www.smwcentral.net/?a=details&id=42947&p=section,https://dl.smwcentral.net/42947/Journey%20to%20Kaizo%20v1.0.1.zip,4.77
UPSERT,Six Cruel Hours Of Our Lives,Six Cruel Hours Of Our Lives,fanfan21,6,Intermediate,Kaizo,2026-09-10,43131,https://www.smwcentral.net/?a=details&id=43131&p=section,https://dl.smwcentral.net/43131/Six%20Cruel%20Hours%20Of%20Our%20Lives.zip,2
UPSERT,Super MADE World,Super MADE World,detroitkoza,10,Intermediate,Kaizo,2026-09-07,43133,https://www.smwcentral.net/?a=details&id=43133&p=section,https://dl.smwcentral.net/43133/Super%20MADE%20World%20v1.1.zip,3.83
