Operation,Dropdown Selection,ROM Hack Title,Created By,Exits,Difficulty,Type,Added Date,SMWC ID,SMWCentral Page URL,Direct Download URL,SMWCentral Rating
UPSERT,Jigsaw's Test,Jigsaw's Test,"CaseP, Foursword4",11,Casual,Standard,2013-06-26,4962,https://www.smwcentral.net/?a=details&id=4962&p=section,https://dl.smwcentral.net/4962/Jigsaw%27s%20Test.zip,4.53
UPSERT,Super Mario: Christmas Season,Super Mario: Christmas Season,Master S,1,Newcomer,Standard,2015-03-30,9994,https://www.smwcentral.net/?a=details&id=9994&p=section,https://dl.smwcentral.net/9994/Super%20Mario-%20Christmas%20Season.zip,2.57
UPSERT,Ilusiyellow?,Ilusiyellow?,Leo137,1,Casual,Standard,2015-06-12,11386,https://www.smwcentral.net/?a=details&id=11386&p=section,https://dl.smwcentral.net/11386/ilusiyellow.zip,3.08
UPSERT,A Plumber For All Seasons,A Plumber For All Seasons,wye,41,Casual,Standard,2021-12-11,28856,https://www.smwcentral.net/?a=details&id=28856&p=section,https://dl.smwcentral.net/28856/A_Plumber_For_All_Seasons_2021-11-22.zip,4.79
UPSERT,Gransys,Gransys,JinRokhZenobi,46,Expert,Kaizo,2026-07-31,42755,https://www.smwcentral.net/?a=details&id=42755&p=section,https://dl.smwcentral.net/42755/Gransys.zip,5
