Operation,Dropdown Selection,ROM Hack Title,Created By,Exits,Difficulty,Type,Added Date,SMWC ID,SMWCentral Page URL,Direct Download URL,SMWCentral Rating
UPSERT,super xler8 world (2),super xler8 world (2),XLer8,19,Advanced,Standard,2026-08-27,42845,https://www.smwcentral.net/?a=details&id=42845&p=section,https://dl.smwcentral.net/42845/XL2.zip,3.5
UPSERT,JUMP½,JUMP½,"JUMP Team, Lazy, Sixcorby, lolyoshi",130,Advanced,Standard,2019-04-23,19720,https://www.smwcentral.net/?a=details&id=19720&p=section,https://dl.smwcentral.net/19720/JUMPhalf_ver1.01.zip,4.71
UPSERT,Takeshi Yumping Simulator,Takeshi Yumping Simulator,Hwailaluta,1,Master,Kaizo,2021-09-08,28222,https://www.smwcentral.net/?a=details&id=28222&p=section,https://dl.smwcentral.net/28222/TakeshiYumpingSimulator.zip,5
UPSERT,therapy!,therapy!,TheGremlin,10,Master,Kaizo,2021-09-17,28332,https://www.smwcentral.net/?a=details&id=28332&p=section,https://dl.smwcentral.net/28332/therapy%21.zip,4
UPSERT,forest of illusion 4,forest of illusion 4,ageVerrly,0,Master,Kaizo,2022-01-20,28842,https://www.smwcentral.net/?a=details&id=28842&p=section,https://dl.smwcentral.net/28842/foi4V1.1.zip,4
UPSERT,Super XLer8 World - Chapter 1: Luigi and the Seven Castles,Super XLer8 World - Chapter 1: Luigi and the Seven Castles,XLer8,20,Intermediate,Standard,2026-08-13,42730,https://www.smwcentral.net/?a=details&id=42730&p=section,https://dl.smwcentral.net/42730/XL8.zip,4.5
