Operation,Dropdown Selection,ROM Hack Title,Created By,Exits,Difficulty,Type,Added Date,SMWC ID,SMWCentral Page URL,Direct Download URL,SMWCentral Rating
UPSERT,Super MADE World,Super MADE World,detroitkoza,10,Intermediate,Kaizo,2026-09-07,43133,https://www.smwcentral.net/?a=details&id=43133&p=section,https://dl.smwcentral.net/43133/Super%20MADE%20World%20v1.1.zip,4.67
UPSERT,Quickie World,Quickie World,Valdio,14,Advanced,Kaizo,2018-04-24,17441,https://www.smwcentral.net/?a=details&id=17441&p=section,https://dl.smwcentral.net/17441/QuickieWorld1.12.zip,4.7
UPSERT,Baby Kaizo World,Baby Kaizo World,Nowieso,44,Advanced,Kaizo,2019-02-19,19145,https://www.smwcentral.net/?a=details&id=19145&p=section,https://dl.smwcentral.net/19145/BabyKaizoWorld.zip,4.58
UPSERT,🐭 So 2 Mice Walk Into a Bar... 🐭,🐭 So 2 Mice Walk Into a Bar... 🐭,"Christina Hendricks, S.N.N.",18,Intermediate,Standard,2020-01-16,21950,https://www.smwcentral.net/?a=details&id=21950&p=section,https://dl.smwcentral.net/21950/so_2_mice_walk_into_a_bar_v1.1.zip,4.47
UPSERT,This Hack Needs a Name,This Hack Needs a Name,yeahman,118,Intermediate,Standard,2023-06-04,33796,https://www.smwcentral.net/?a=details&id=33796&p=section,https://dl.smwcentral.net/33796/this%20hack%20needs%20a%20name.zip,4.69
UPSERT,Journey to Kaizo,Journey to Kaizo,"Ahrion, CroNo486, Devazure, Spedinja, Team J2K",38,Intermediate,Kaizo,2026-08-23,42947,https://www.smwcentral.net/?a=details&id=42947&p=section,https://dl.smwcentral.net/42947/Journey%20to%20Kaizo%20v1.0.1.zip,4.76
DELETE,Super MADE World,Super MADE World,detroitkoza,10,Advanced,Kaizo,2026-06-12,42519,https://www.smwcentral.net/?a=details&id=42519&p=section,https://dl.smwcentral.net/42519/Super%20MADE%20World.zip,4.67
